account_id,card_id
e98cc38a-991b-401a-282f-2b7ec2777930,2e35055a-e75d-4c24-bad3-02e3d779ce29
e98cc38a-991b-401a-282f-2b7ec2777930,43d996d6-247e-4a0c-9e5f-45ac51eeeb62
e98cc38a-991b-401a-282f-2b7ec2777930,e1f2980d-9343-4fb4-bc27-f9a38b62a7d1
f3b39880-10da-4d76-5249-6699a9ca8370,0fea7174-d09c-4865-8c03-48557e66adbf
f3b39880-10da-4d76-5249-6699a9ca8370,4b3cfc25-c64d-4489-afb0-0eba119a6e59
f3b39880-10da-4d76-5249-6699a9ca8370,76afafb4-e096-4f08-a84b-e16c45311af7
f3b39880-10da-4d76-5249-6699a9ca8370,8ff52e72-70e9-44f1-a9a2-caad28c4eaa4
f87c0174-d4ff-4df1-5a9e-3d76811ca629,4d612647-818c-4e47-ab00-665ceaaf47ec
f87c0174-d4ff-4df1-5a9e-3d76811ca629,8b46a50d-a52b-43bd-ac02-670862d02b17
f87c0174-d4ff-4df1-5a9e-3d76811ca629,9e4cb515-f4a2-4e35-a6d7-4c75a208ff43
f87c0174-d4ff-4df1-5a9e-3d76811ca629,d8228f77-1234-4162-8d22-5f7d75831ca5
